Job Title,Job Description,Company Name,Location
iOS Developer,"Strong Objective-C/Cocoa, Xcode / Interface Builder experience.
Knowledge of iPhone SDK with SQLite database.
Experience in working on the latest IOS available.
Understanding of building App that utilize web-services in order to tie applications to server-side APIs.
Experience in In-app purchase and push notification.
Handy experience in wire-frames.
Willing to work independently or in a team on iPhone projects.
Excellent problem solving,Analysis skills.
Location
Rajkot, Gujarat (India)","Arity infoway
5.0",Rajkot
iOS Developer,"We are hiring iOS Developer for our organization with 6 month to 2 years of experience.

Position - iOS Developer
Experience -6 month to 2 years.
Location - D-185 Prosperity Square, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055

Skills Required:
Experience with Core Data, Core Animation, SpriteKit, REST/SOAP/JSON based architecture.
Candidate should be hands on with coding on Swift 3/Swift4/Objective C, APN, REST.
Experience with offline storage, threading, and performance tuning
Familiarity with APIs to connect iOS applications to back-end services
Frameworks and APIs like Foundation, UIKit, and CocoaTouch
Familiarity with iOS 10 and newer OS versions.
Knowledge of other web technologies and UI/UX standards
Understanding of Apples design principles and interface guidelines.
Knowledge of low-level C-based libraries is preferred
Experience with performance and memory tuning with tools
Familiarity with cloud message APIs and push notifications
Knack for benchmarking and optimization.
Proficient understanding of code versioning tools
Familiarity with continuous integration",Web Perfection Technology,SAS Nagar
iOS Developer,"Job Description:
We are looking to hire a talented iOS Developer to design, build, and maintain the next generation of iOS applications. Your primary focus will be developing high-end iOS applications for the latest Apple mobile devices. Your duties may include collaborating with the design team for new application features, identifying and fixing application bottlenecks, maintaining the core code, and updating applications published on the App Store.

To ensure success as an iOS Developer, you should have a strong working knowledge of iOS Frameworks, be proficient in Swift, and be able to work as part of a team. Ultimately, an outstanding iOS Developer should be able to create functional, attractive applications that perfectly meet the needs of the user.

Responsibilities:
Designing and building mobile applications for Apple’s iOS platform.
Designing and building mobile applications for Apple’s iOS platform.
Ensuring Collaborating with the design team to define app features.
Ensuring quality and performance of application to specifications.
Identifying potential problems and resolving application bottlenecks.
Fixing application bugs before final release.
Publishing application on App Store.
Maintaining the code and atomization of the application.
Designing and implementing application updates

Skills and Qualifications:
Bachelor’s degree in Computer Science or Software Engineering.
Proven experience as an app developer.
Proficient in Objective-C, Swift, and Cocoa Touch.
Extensive experience with iOS Frameworks such as Core Data and Core Animation.
Knowledge of integration of back-end services.
Knowledge of Apple’s design principles and application interface guidelines.
Proficient in code versioning tools including Mercurial, Git, and SVN.
Knowledge of Cocoa pods
Familiarity with push notifications, APIs and cloud messaging.
Experience with continuous integration.","W3villa Technologies
4.5",Kanpur Nagar
iOS Developer,"Technical Skills - Essential: Software development experience - Objective C
Experience in Mobile Application development using iOS operating system
Familiar with iOS SDK (UIKit, Cocoa touch etc)
Technical Skills - Preferred: Experience of development using web technologies
HTML5, CSS3, JavaScript & other mobile web framework such as JQuery mobile and
Andoid /iPhone/ iPad Interfacing would be an asset.
Good knowledge of xml, layouts designing, Database implementation and SQL Queries.
Adaptable technical abilities
Qualifications: B.E: IT/ Electronics/Computer Science
Desirable Experience: Minimum 2.5-5 yrs of experience
No of Positions: 2-4 Years
Location: Gurgaon",Valley Telegence,Gurgaon
iOS Developer,"Proficient with Swift 3 and onwards, Objective C and Cocoa Touch.
Experience with Core Data and other frameworks.
Experience in Google Map, Firebase and social login.
Expertise in designing user interface with AutoLayout / Size Classes.
Familiarity with RESTful APIs/ multipart form data to connect iOS applications to back-end services.
Understanding of Apples design principles and interface guidelines.
Familiarity with push notifications.
Proficient understanding of code versioning tools such as Git.
Experience on handling JSON, XML, SOAP and iOS design patterns.
Ensure the performance, quality, and responsiveness of applications.
Collaborate with a team to define, design, and ship new features.
Experience with offline storage, threading, and performance tuning.
Write reusable, testable, and efficient code.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Knowledge of other web technologies like angular JS, React JS is a value add.
Knowledge on cross platform development tools like ReactNative , Flutter will be most preferable.","Kliento Technologies
4.9",Noida
iOS Developer,"Job Description:
About Us:

MediaAgility is a premier global digital consultancy on a mission to engineer solutions to help innovators succeed. The company is headquartered in Princeton, NJ with a presence in 5 countries. We are committed to -

a. Delivering exceptional services to our clients

b. Building a people-first company

c. Being global, diverse, and inclusive in all our operations

As a premier Google Cloud partner, we take our clients from idea to impact with Strategic Thought Partnership and Intelligence Solutions. We offer a full spectrum of services from Digital Advisory (consulting), Digital Transformation (implementation), and Digital Operations (continuous improvement). We do this through a unique Braintrust engagement model, Agile development, and deep expertise on the latest technologies.

Job Description:
Work on variety of different application development for Consumer/Enterprise using Swift and Objective C
Build SDK for highly scalable loads/performance for enterprises
Build apps for iPhone/iPad and watch
Work closely with Customer and other members of the Development Team to both develop detailed specification documents with clear project deliverable and timelines, and to ensure timely completion of deliverable.
Work with clients to build and refine code in iOS application.
Determine appropriate architecture, and other technical solutions, and make relevant recommendations to clients.
Communicate to the coach with efficiency and accuracy any progress and/or delays. Engage in outside-the-box thinking to provide high value-of-service to clients.
Collaborate within team to emerging technologies or applications and the opportunities to integrate them into operations and activities.
Required Skills:
2 - 4 years of strong hands on experience in mobile application development.
Work experience with core data
Must have experience on Swift 4.0 and above
Have an idea of objective c
Push Notification
Have knowledge of REST & SOAP paradigm, service-oriented architecture and distributed systems
Desired Skills:
At Least 4-5 apps published on app store.
2+

Qualifications:
Qualification
B. Tech/B.E./BCA/MCA/M. Tech/M. Sc or relevant experience
Excellent verbal and written communication skills.

Skills Required:
Swift, ObjectiveC

Good to have Skills:","MediaAgility
3.9",Gurgaon
iOS Developer,"Location : Pune

Position : iOS Developer

Experience : 3 Years

We are looking to hire a talented iOS Developer to design, build, and maintain the next generation of iOS applications. Your primary focus will be developing high-end iOS applications for the latest Apple mobile devices. Your duties may include collaborating with the design team for new application features, identifying and fixing application bottlenecks, maintaining the core code, and updating applications published on the App Store.

Requirements:
3 year of hands-on iOS development experience
Knowledge of iOS back-end services.
Knowledge of Apple’s design principals and application interface guidelines.
Familiarity with push notifications, APIs and cloud messaging.
Design and build advanced applications for the iOS platform
Collaborate with cross-functional teams to define, design, and ship new features.
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.

Industry : IT-Software, Software Services
Functional Area : IT Software - Application Programming , Maintenance
Role Category : iOS Developer
Employment Type : Full Time, Permanent","Imuons
2.4",Pune
iOS Developer,"iOS Developer Responsibilities:
Designing and building mobile applications for Apple’s iOS platform.
Collaborating with the design team to define app features.
Ensuring quality and performance of application to specifications.
Identifying potential problems and resolving application bottlenecks.
Fixing application bugs before final release.
Publishing application on App Store.
Maintaining the code and atomization of the application.
Designing and implementing application update.
*
iOS Developer Requirements:
*
Bachelor’s degree in Computer Science or Software Engineering.
Proven experience as an app developer.
Proficient in Objective-C, Swift, and Cocoa Touch.
Extensive experience with iOS Frameworks such as Core Data and Core Animation.
Knowledge of iOS back-end services.
Knowledge of Apple’s design principals and application interface guidelines.
Proficient in code versioning tools including Mercurial, Git, and SVN.
Knowledge of C-based libraries.
Familiarity with push notifications, APIs and cloud messaging.
Experience with continuous integration.
Job Type: Full-time

Salary: ₹40,000.00 - ₹50,000.00 per month

Experience:
3: 2 years (Preferred)","Ivan Infotech Pvt. Ltd
4.4",Kolkata
iOS Developer,"Category: Programmer.
Eligibility: Fresher/experience in iOS development.
Skillset: Native iOS development using Swift/Objective-C. Knowledge of PhoneGap or Xamarin or Ionic should be awesome.
Send us your CV or Resume to jobs@colorbracket.com","ColorBracket Technologies
4.5",Faridpur Durgapur
iOS Developer,"Experience

Min 2 Years of Experience

Location

Mumbai

iOS Developer
Job Description

We are looking for an iOS Developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications.

Location

Mumbai

Responsibilities

Design and build advanced applications for the iOS platform
Collaborate with cross-functional teams to define, design, and shape new features.
Work with outside data sources and API’s
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.

Skills

Min Bachelor’s degree in Computer Science, Engineering or a related subject
Proven software development experience
Proven working experience in iOS development
Proven Experience in Objective C and Swift
Have published NATIVE iOS Mobile app
Experience with X-Code
Hands on experience of core data
Good understanding of Data Structures.
Experience in integrating Social Media and Other Third-Party API
Experience working with remote data via REST and JSON
Should have Prior experience in Team Management
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle.","Blue Tie Global Private Limited
4.0",Mumbai
iOS Developer,"Qualification : BE / B.Tech / M.Tech / MCA
Experience : 1-2 years
Job Description
Design and build applications for the iOS platform
Ensure the performance, quality, and responsiveness of applications
Identify and correct bottlenecks and fix bugs
Maintain code quality, and standards
Ideal Profile
Proficient with Swift, and Cocoa Touch
Experience working with iOS frameworks such as Core Data, Sqlite, Core Animation, Core Graphics and Core Text etc.
Experience with offline storage, threading, and performance tuning
Experience with third-party libraries and APIs
Familiarity with RESTful APIs to connect iOS applications to back-end services
Strong sense of elegant and usable mobile UI, object-oriented programming, multithreaded
programming, unit tests, session management, object relational mapping
Working knowledge of the general mobile architectures, trends, and emerging technologies
Understanding of Apple’s design principles and interface guidelines
Experience with performance and memory tuning with tools
Familiarity with push notifications
Familiarity with continuous integration
Able to manage team
To apply for any of the above position, email your resume / updated CV to career@peerbits.com","peerbits
4.3",Ahmedabad
iOS Developer,"We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile iPhones and tablet. Your primary focus will be development of iOS applications and their integration with back-end services. You will be working alongside other engineers and developers working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential.

Skills

Swift 4.2 and Xcode 10.2 or later (depending on project requirements), and Cocoa Touch Cloud Kit, AVFoundation, Core Data, Core Animation, Core Graphic, Core text , SQLite

Responsibilities
Managed approval process for App store.
Design and build applications for the iOS platform
Ensure the performance, quality, and responsiveness of applications
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Proficient with Swift 4.2 and Xcode 10.2 or later (depending on project requirements), and Cocoa Touch
Experience in architecture such as MVC,MVVM and VIPER
Experience in GCD (NSOperations).
Experience with iOS frameworks such as Cloud Kit, AVFoundation, Core Data, Core Animation, Core Graphic, Core text , SQLite etc.
Experience with offline storage and performance tuning.
Familiarity with RESTful APIs to connect iOS applications to back-end services
Knowledge of other web technologies and UI/UX standards
Understanding of Apple’s design principles and interface guidelines
Knowledge of low-level C-based libraries is preferred
Experience with performance and memory tuning with tools such as Instruments and Shark, depending on project needs.
Familiarity with cloud message APIs and push notifications
Knack for benchmarking and optimization
Proficient understanding of code versioning tools such as Git, Mercurial or SVN.
Familiarity with continuous integration and migrations.

Education : Bachelor's (Preferred)

Experience : 1+ year (Preferred)

Positions : 4
Note : Interested candidates can send cv on sahajanand.infotech07@gmail.com",Sahajanand Infotech,Gandhinagar
iOS Developer,"Job Profile : iOS Developer
Salary Slab : 4 - 7 LPA
Location : Noida
Experience : 1-4 Years of experience as an iOS Developer with hands on experience in developing apps end to end. If developing apps is more of a hobby to you than merely a job, we would be glad to have a face to face interview.
sounds interesting?
Drop us a mail at careers@kickhead.in",KickHead,Noida
iOS Developer,"Design and build iOS applications, collaborate with cross-functional teams to analyze, design and ship new features fully responsible for mobile app development.",Deliant Technologies,Indore
iOS Developer,"Umenit has a unique opportunity for an experienced IOS Developer to take a leadership role.This is a great opportunity to join Our team where we encourage new ideas.

Here are the kinds of skills we’re looking for:
Maintain and enhance our iOS applications.
Translate requirements and mock-ups into fully functioning features.
Develop new and existing iOS applications features.
Provide estimates on development cycles.
Partner with designers to help define and implement User Interface improvements.
Work with team members on server-side integration.

Bonus points if you have:
Experience with Apple Approval & Distribution Process, Ad Hoc & Enterprise Distribution.
SQL knowledge and/or willingness to learn.
Have built an approved store App.
Experience working with testing.
You are passionate about open source and contribute.
You’re not afraid to solve deep technical challenges of a whole new level at a huge scale.
You have an intrinsic curiosity in technological innovations and you are always on top of the latest trends Desired Candidate Profile.

Required Experience:
1 – 4 Years

More information and to send application:
Please contact us at careers@umenit.com","Umenit
1.0",Noida
iOS Developer,"Qualification : BCA/ MCA, B.E / B.Tech (CSE/IT)

Skills Required :
Working experience in iOS development.
Experience in OO design, design patterns and fluency in Objective C / Swift programming language.
Proficient in UIKit, Core Animation, Networking and GCD.
Familiar with Xcode and iOS frameworks like Core Data, Core Location, Core Graphics.
Good understanding on handling jSON data and integration with REST APIs and services.
Working knowledge of Firebase Api.
UI development with Interface Builder and Code, including Auto Layout.
Hands of experience with development tools and workflows including Git, unit testing, Jenkins, continuous integration and UI testing.","Erginus
5.0",SAS Nagar
iOS Developer,"Job Description:
Experience- 1-3 years
Qualification- BCA/MCA/ BTech
SKILLS REQUIRED:
Able to understand the project requirement and handle projects independently.
Strong learning capability.
Knowledge of app deployment process.
Experience with development in Swift/Objective-C.
Job Types: Full-time, Fresher
Salary: ₹320,000.00 - ₹600,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Swift (Preferred)
Work Remotely:
Temporarily due to COVID-19","Webkul Software Pvt. Ltd
4.4",Noida
iOS Developer,"Posted on:
18/03/2020

Closing on:
09/04/2020

Contact email:
hr@accubits.com

Brief description :
Brief description :
We are looking to recruit experienced iOS Developers who have good Knowledge and experience in Native iOS Development. The candidate must be eager to take up challenges and provide technical solutions for business problems.

Preferred skills

Preferred skills

2- 4 years of experience in an iOS development.
Design and develop intuitive, usable, and engaging interactions and visual designs for iOS.
Skilled with Objective-C, Swift, iOS frameworks, StoryBoards, Autolayout, RESTful APIs, code versioning tools, and CI tools
Solid understanding of iOS system architecture.
Familiarity with UX/UI concepts, threading, performance tuning, and offline storage
Familiarity with Apple’s design specifications/guidelines
Knowledge of cloud message APIs and push notifications, benchmarking and optimization.
Understanding of modern API conventions (REST, SOAP) and integration experience.
Designing and deploying iOS applications.
Optimizing performance, quality, and responsiveness for all apps.
Fixing bugs and bottlenecks.
Create the optimal device testing approach to ensure our mobile app looks consistently superb on iPhone and iPad.
Experience on apps with gamification effects is an advantage.

Please send your resume to hr@accubits.com.

Please mention the job title in the subject line and the following details in the body of the email:

Total Relevant years of experience, Notice period, Current CTC, Expected CTC.","Accubits Technologies Private Limited
4.2",Thiruvananthapuram
iOS Developer,"Experience: 0 to 2 years
Location: Indore , India
Required Skill Set:
Design and build advanced applications for the iOS platform.
Collaborate with cross-functional teams to define, design, and ship new features.
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Job Types: Full-time, Contract, Fresher
Salary: ₹10,000.00 - ₹20,000.00 per month
Experience:
work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Required)
Swift (Required)
Work Remotely:
No","Lemosys Infotech Pvt Ltd
4.9",Indore
iOS Developer,"Managing the delivery of BAU / enhancements from design through to release ,Capable of understanding and contributing to the technical solution from design through to code level , Provide regular and effective progress updates to and work closely with PMs to ensure the management of any delivery risks and issues , Define delivery phases of the project including activities, sub-activities and milestones ensuring these are documented and used as the basis for the project event log , Ensure awareness, involvement and support from key stakeholders , Participate in reviews and meetings and provide updates on project progress , Take responsibility for ensuring that risks and issues are identified and managed closely , Work closely with relevant teams

Proficient in Objective-C, Swift, and Cocoa Touch.
Extensive experience with iOS Frameworks such as Core Data and Core Animation.
Knowledge of iOS back-end services.
Knowledge of Apple’s design principals and application interface guidelines.
Proficient in code versioning tools including Mercurial, Git, and SVN.
Knowledge of C-based libraries.
Familiarity with push notifications, APIs and cloud messaging.
Experience with continuous integration.
Designing and building mobile applications for Apple’s iOS platform.
Collaborating with the design team to define app features.
Ensuring quality and performance of application to specifications.
Identifying potential problems and resolving application bottlenecks.
Fixing application bugs before final release.
Publishing application on App Store.
Maintaining the code and atomization of the application.
Designing and implementing application updates.","AYN InfoTech
4.7",Maharashtra
iOS Developer,"Req exp: 3+ years
Vacancies – 2

Job Location – Saltlake, Sector-5, Kolkata.

Mandatory Skill sets –

Objective C
Auto Layout
iOS SDK
VOIP
APNS
Core Data
Socket IO
Preferable Add On Skill set –

Swift
Web RTC
Associate Domain
Call Kit","Digital Aptech
4.6",Kolkata
iOS Developer,"Experience of 3-8 years in Objective C, Swift and Cocoa
Strong UI development skills with Auto layout and storyboard
Knowledge of Web Services and RESTful API's with familiarity in developing apps driven by JSON web services
Firm grasp with the iOS Ecosystem along with Strong Object-Oriented skills
Knowledge of Agile development frameworks and methodologies","Claysol Media Labs
4.0",Bengaluru
iOS Developer,"Key Responsibilities
Design and build advanced applications for the iOS platform.
Integrating and Overseeing existing tools in the overall product architecture.
Working with the project managers to ensure that all the requirements and targets are met.
Ensure delivery of high-quality solutions.
Monitoring and resolving the production bugs.
Ensure the timely delivery of outputs according to the clients’ requirements.
Assisting the business development team with project estimates and technical strategy.
Qualification / Requirement
Desired Candidate Profile: B.Tech / B.E. / MCA
One + years of hands-on experience in iOS development(Objective-C, or increasingly, Swift).
Delivering entire app life cycle – concept, design, build and test complex applications for a variety of iOS devices.
Familiar with iOS frameworks(Foundation, UIKit, Core Data, Core Animation, and CocoaTouch) and RESTful APIs.
Experience with offline storage, threading, and performance tuning.
Understanding of Apple’s design principles and interface guidelines.
Experience working with third-party SDKs, libraries, CocoaPods, and analytics tools.
In-depth knowledge of object-oriented programming and software design.
Excellent Programming and Problem-Solving skills.
Proficient understanding of code versioning tools such as Git or SVN.
Experience in maintaining and releasing apps in the App Store.
Drop your CVs to jobs@webandcrafts.com","Webandcraft
4.6",Thrissur
iOS Developer,"Job Summary

Experience: 1-3 years of experience with iOS, Objective-C,

- Solid understanding of the full mobile development life cycle
Deep understanding of iOS SDK.
Brief knowledge of the Auto Layout.
Software Design Patterns (MVC, MVVM).
Databases: SQLite, Coredata, Firebase Database.
Project management tools: Jira, Basecamp, Redmine.
Version control repositories: Git, Bitbucket, Gitlab.
Frameworks: UIKit, Foundation, Mapkit, CoreLocation, CoreMotion, Social, Security, StoreKit, QuartzCore, HealthKit, HomeKit, TextKit, AVFoundation, ARKit, BLE, ML.
Third party SDKs and APIs: Payments(Paypal, Authorize.net, Braintree, Stripe), Chat(Firebase, Socket.io, XMPP), Social Integration(Facebook, Twitter, Instagram, Google+).
Analytics and reporting: Crashlytics.
Advanced localization including support for RTL languages e.g. Arabic.
Continuous Integration and Delivery with TestFlight.
Creating Frameworks, Static Library, Cocoa pods for making the code re-usable.

Benefits

Five Working Days

Job Type: Full-time

Experience:
Swift: 1 year (Preferred)
iOS: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19","Webclues Infotech
4.2",Ahmedabad
iOS Developer,"1 to 4 years of professional programming experience

top-notch current software development skills including Swift, Objective-C, C and/or C++.
Good knowledge development tools and development environments
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text, Core Location, etc.
Experience with third-party libraries and API Strong
Expertise in design and developing enterprise applications on iOS Avid follower of the technology industry and current technology trends
The ideal profile is for someone who has extensive experience working on iOS applications, at all levels from product design down to scalable infrastructure
Familiarity with Cocoa, Cocoa Touch and other SDKs for mobile app development
Understanding of Apple’s design principles and interface guidelines
Experience with performance and memory management tools
Excellent debugging and optimisation skills

Responsibilities:
End-to-end iOS application development
technical architecture, coding standards
Assist with interviewing and attracting new talent to Organization
Accountable for the team’s performance, work satisfaction and growth
This is a hands-on role where you’ll be coding alongside the team. work in an agile, fast-changing environment.

Conatct Details:
+918980011645
Email: hr@kunjservices.com","Kunj Services
4.9",Ahmedabad
Senior iOS Developer,"Urgent hiring for Senior iOS Developer.

Required Skills & Experience:
5-8 years of experience in iOS development.
Good communication skills and International Client exposure.
Experience in developing mobile applications for iPhone/iPad.
Should have strong basics in Swift, Objective-C and related iOS Frameworks.
Should have a good understanding of Swift/Xcode and related tools.
Must have very strong experience with web services, SQLite database, UIkit, Multithreading and XML, Parsing/JSON.
Strong OOPs concepts.
Strong design and programming skills in Objective-C and Swift.
Familiar with iOS and Cocoa Touch (UIKit, SQLite, Core Data, Core Location, Map Kit etc.)
Experience on web service integration (SOAP, REST, JSON, XML).
Experience with third-party libraries and APIs.
Working knowledge of the Design patterns, Architectures, trends, and emerging technologies.
Solid understanding of the full mobile development life cycle.
Understanding of Apple Coding Standards.
Experience using social media APIs.
Ads integration using a 3rd party ad server.
Using version control (e.g. SVN).
Excellent debugging and optimization skills.
Good Team handling skills.","RapidValue
3.9",Bengaluru
iOS Developer,"Experience

3+ years of iOS Development

Description

Proficient with Objective-C / Swift.

Experience with iOS frameworks such as Core Data, Core Animation, etc.

Experience with offline storage, threading, and performance tuning.

Familiarity with RESTful APIs to connect iOS applications to back-end services.

You must have the ability to develop applications around natural user interfaces, such as “touch”.

Familiarity with the use of additional sensors, such as gyroscopes, accelerometers, GPS/location services, compass, camera, etc. is sought, and a good understanding of Apple’s design principles and interface guidelines.

Knowledge of low-level C-based libraries is preferred, as is experience with performance and memory tuning with tools (such as Instruments and Shark).

Familiarity with cloud message APIs and push notifications is beneficial.

You have a proficient understanding of code versioning tools, such as Git and SVN.

Familiarity with Agile Software Development, and good verbal and written communication are required.

Qualifications

Bachelor's degree is a must.

Position: iOS Developer
Name*
E-mail*
Phone*
Letter
Add

CV & Documents
Add

Phone
Send Application

Thank you for submitting your application. We will contact you shortly!","PRAESIDIUM IT Solutions
5.0",SAS Nagar
iOS Developer,"We are looking for an iOS Developer to be based out of Mumbai.

Experience: 1 to 3 yrs

Qualification: Engineering Graduates

Job Role:

· iOS Developer will design and build applications for mobile devices.

· Proficient with Swift

· Identify and correct bottlenecks and fix bugs

· Help maintain code quality, organization, and automatization

· Experience with iOS frameworks

· Familiarity with RESTful APIs to connect iOS applications to back-end services

Job Type: Full-time

Salary: ₹30,000.00 - ₹40,000.00 per month

Experience:
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Swift (Preferred)
Work Remotely:
No","Meru Mobility Tech Pvt Ltd
4.0",Mumbai
iOS Developer,We are looking for a iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and tablet computers. Your primary focus will be development of iOS applications and their integration with back-end services. You will be working alongside other engineers and developers.,"Excellent WebWorld
4.8",Ahmedabad
iOS Developer,"Fresher / Experienced1BCA, MCA, M.SC.IT, M.SC.ICT. B.E COMPUTER, BE.IT, COMPUTER SCIENCE
Benefits

Here are just some of the perks you’ll get as a member of Sparkle Infotech.

Flexibility

Flexible working hours, liberal company rules and regulation

Growth

Work with various clients world wide with latest technologies

Fun

Friendly team work environment and supportive expert developers

Celebration

Employee Birthday celebration and dinner with team on special occasions

Support

We help employees to learn and adopt new latest technologies","Sparkle Infotech
4.6",Surat
iOS Developer,"Work closely with business partners and internal product management to acquire a deep understanding of the Mobile products.
Independently design, build and test complex multi-tiered feature areas based on high level requirements.
Primary technologies will be iOS Objective C. Work with the system architect to create clean, organized code in an easily enhanced and maintained structure.
Coordinate with other teams within company as needed.
Write detailed technical documentation to allow easy handoffs to other team members.","Lets Nurture
4.2",Ahmedabad
iOS Developer,"The applicant will need sound experience and background in iOS application design, development, testing, and maintenance. Exposure to complete SDLC including requirement definition, prototyping, proof of concept, coding interface implementation, testing and maintenance is needed. Expertise in iOS SDK, XCode, Swift, and Objective C is required. They must be proficient in coding as per program specifications and standards for the project ensuring quality compliance and error free code.

Education and Experience :
B. Tech/B.E./MCA preferred
A total of 3-5 years and minimum 2 years of relevant experience
Effective communication and customer service skills, team work capabilities, and a positive attitude are some of the qualities we look for
Job Location : Kolkata","Optimize IT Systems
3.3",Kolkata
iOS Developer,"iOS Developer


Gandhinagar,
India


Experience: 0.6 to 2 Years

Qualifications: B.E./M.E./M.C.A./MSC-IT/B.Tech/M.Tech(Any IT Background)

Responsibilities:
Designing and building mobile applications for Apple’s iOS platform.
Collaborating with the design team to define app features.
Ensuring quality and performance of application to specifications.
Identifying potential problems and resolving application bottlenecks.
Fixing application bugs before final release.
Publishing application on App Store.
Maintaining the code and atomization of the application.
Designing and implementing application updates.

Skills:
Proven experience as an app developer.
Proficient in Objective-C, Swift, and Cocoa Touch.
Extensive experience with iOS Frameworks such as Core Data and Core Animation.
Knowledge of iOS back-end services.
Knowledge of Apple’s design principals and application interface guidelines.
Proficient in code versioning tools including Mercurial, Git, and SVN.
Knowledge of C-based libraries.
Familiarity with push notifications, APIs and cloud messaging.
Experience with continuous integration","Caret IT Solutions
5.0",Gandhinagar
iOS Developer,"We are looking for the candidates who have minimum 4 year of experience in iOS development and have a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of mobile applications. You will be expected to plan strategically for projects, and will work with our team of talented engineers to design and build the next generation of mobile applications

A Developer plays an important role at The Brihaspati Infotech Pvt. Ltd. by owning the project development. He participates in complete project delivery lifecycle starting from requirement understanding to successful delivery of projects.

As developer, you have the opportunity to work closely with an experienced Team Lead to deliver scalable, engaging, and quality experience for the end customer.

We are growing quickly so you will be able to work on latest technologies, follow highest quality standards for product development and work independently in a closely knitted team. We have a healthy foundation and are looking for an individual to bring their talents to help us continue deliver quality projects.

Responsibilities:
Design and build applications for the iOS platform
Ensure the performance, quality and responsiveness of applications
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Skills Required:
Exposure to iOS Development.
Understanding of debugging/testing tool & iOS app design.
Good amount of hands on coding experience on iOS SDK.
Experience developing Apps for the iPad and the iPhone.
Coding skills in Swift, Objective C, Cocoa, iOS SDK, and Interface Builder.
Experience working with Object Oriented Programming. Strong interaction and design sense.
Good experience in native iOS development Proficient with Objective-C, Swift and Xcode.
Experience in integration with JSON/ XML based web services Agile and Scrum methodologies experience Strong Object Oriented design and programming skills
Experience with iOS frameworks such as CoreData, CoreLocation, MapKit, etc.
Experience in Code Review, Performance Tuning, Memory Optimization.
Strong work ethics with good time management and ability to work with diverse teams.
Influence every aspect of the iOS development process from API creation, design, and product.
Own important pieces of the product that has high visibility both internally and externally.
Experience in client interaction.
Good Communications Skills.
Collaborate with other team members.
Stay up-to-date on emerging technologies
Experience Required: 3 +Years

Salary : Best in Industry

Job Types: Full-time, Walk-In

Salary: ₹35,000.00 - ₹40,000.00 per month

Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)","The Brihaspati Infotech Pvt. Ltd.
4.0",SAS Nagar
iOS Developer,"Qualification/Experience : B.E/MCA or Equivalent.
Skills : Objective-C, Swift programming, Apple Xcode IDE Frameworks & APIs (Foundation, UIKit, CocoaTouch), UI and Apple Human Interface Guidelines, dependency managers (Cocoa-pods,Carthage).
Profile : 2+ Years of experience in iOS Development.
Interested candidates should mail their latest resumes to recruit@immoinfotech.com
Kindly mention the code for the applied post in the subject line of the mail.",IMMO Infotech,Panaji
